Streptococcus gordonii,RR197012
Streptococcus sanguinis,RR197012
Streptococcus anginosus,RR197012
Streptococcus pneumoniae,RR197012
Streptococcus mutans,RR197012
Streptococcus suis,RR197012
Streptococcus oralis,RR197012
Streptococcus mitis,RR197012
Streptococcus equinus,RR197012
Streptococcus agalactiae,RR197012
Streptococcus sobrinus,RR197012
Streptococcus dysgalactiae,RR197012
Clostridium perfringens,RR197012
Clostridium botulinum,RR197012
Clostridium tetani,RR197012
Clostridioides difficile,RR197012
Haemophilus parainfluenzae,RR197012
Paraclostridium bifermentans,RR197012
Prevotella intermedia,RR197012
Prevotella bivia,RR197012
Enterococcus faecium,RR197012
Enterococcus faecalis,RR197012
Rothia dentocariosa,RR197012
Erysipelothrix rhusiopathiae,RR197012
Campylobacter coli,RR197012
Campylobacter jejuni,RR197012
Finegoldia magna,RR197012
Aggregatibacter aphrophilus,RR197012
Serratia marcescens,RR197012
Escherichia coli,RR197012
Staphylococcus aureus,RR197012
Klebsiella pneumoniae,RR197012
Escherichia coli,RR197021
Streptococcus mitis,RR197021
Salmonella enterica,RR197021
Shigella dysenteriae,RR197021
Enterococcus faecium,RR197021
Klebsiella pneumoniae,RR197021
Escherichia coli,RR197026
Prevotella intermedia,RR197026
Clostridium perfringens,RR197026
Clostridium botulinum,RR197026
Clostridium tetani,RR197026
Clostridioides difficile,RR197026
Streptococcus suis,RR197026
Streptococcus agalactiae,RR197026
Streptococcus pneumoniae,RR197026
Streptococcus gordonii,RR197026
Streptococcus equinus,RR197026
Streptococcus mitis,RR197026
Campylobacter coli,RR197026
Shigella sonnei,RR197026
Shigella flexneri,RR197026
Shigella dysenteriae,RR197026
Shigella boydii,RR197026
Porphyromonas gingivalis,RR197026
Enterococcus faecium,RR197026
Enterococcus faecalis,RR197026
Salmonella enterica,RR197026
Paraclostridium bifermentans,RR197026
Erysipelothrix rhusiopathiae,RR197026
Tannerella forsythia,RR197026
Listeria monocytogenes,RR197026
Haemophilus parainfluenzae,RR197026
Finegoldia magna,RR197026
Pseudomonas aeruginosa,RR197026
Klebsiella pneumoniae,RR197026
Enterococcus faecalis,RR197046
Enterococcus faecium,RR197046
Enterococcus avium,RR197046
Prevotella intermedia,RR197046
Prevotella melaninogenica,RR197046
Streptococcus equinus,RR197046
Streptococcus mutans,RR197046
Streptococcus pneumoniae,RR197046
Streptococcus agalactiae,RR197046
Streptococcus suis,RR197046
Streptococcus equi,RR197046
Streptococcus pyogenes,RR197046
Streptococcus mitis,RR197046
Streptococcus anginosus,RR197046
Streptococcus oralis,RR197046
Candida tropicalis,RR197046
Candida albicans,RR197046
Human mastadenovirus D,RR197046
Clostridium perfringens,RR197046
Clostridium botulinum,RR197046
Clostridioides difficile,RR197046
Haemophilus parainfluenzae,RR197046
[Candida] glabrata,RR197046
Pichia kudriavzevii,RR197046
Finegoldia magna,RR197046
Staphylococcus aureus,RR197046
Porphyromonas gingivalis,RR197046
Listeria monocytogenes,RR197046
Paraclostridium bifermentans,RR197046
Escherichia coli,RR197046
Klebsiella pneumoniae,RR197046
Prevotella intermedia,RR197051
Clostridium perfringens,RR197051
Clostridium botulinum,RR197051
Streptococcus pneumoniae,RR197051
Streptococcus pyogenes,RR197051
Streptococcus suis,RR197051
Streptococcus oralis,RR197051
Streptococcus mutans,RR197051
Streptococcus sanguinis,RR197051
Streptococcus equinus,RR197051
Streptococcus mitis,RR197051
Streptococcus agalactiae,RR197051
Streptococcus equi,RR197051
Haemophilus parainfluenzae,RR197051
Haemophilus influenzae,RR197051
Clostridioides difficile,RR197051
Porphyromonas gingivalis,RR197051
Bacillus cereus,RR197051
Rhizopus oryzae,RR197051
Enterococcus faecalis,RR197051
Enterococcus faecium,RR197051
Listeria monocytogenes,RR197051
Tannerella forsythia,RR197051
Klebsiella pneumoniae,RR197051
Escherichia coli,RR197051
Enterococcus faecium,RR197054
Enterococcus faecalis,RR197054
Enterococcus avium,RR197054
Candida albicans,RR197054
Candida dubliniensis,RR197054
Prevotella intermedia,RR197054
Prevotella melaninogenica,RR197054
Klebsiella pneumoniae,RR197054
Streptococcus mutans,RR197054
Streptococcus agalactiae,RR197054
Clostridioides difficile,RR197054
Escherichia coli,RR197054
Staphylococcus aureus,RR197054
Salmonella enterica,RR197054
Escherichia coli,RR197063
Enterococcus faecium,RR197063
Enterococcus avium,RR197063
Enterococcus gallinarum,RR197063
Enterococcus faecalis,RR197063
Shigella sonnei,RR197063
Shigella dysenteriae,RR197063
Shigella flexneri,RR197063
Shigella boydii,RR197063
Klebsiella pneumoniae,RR197063
Salmonella enterica,RR197063
Pseudomonas aeruginosa,RR197063
Clostridioides difficile,RR197063
Campylobacter jejuni,RR197063
Finegoldia magna,RR197063
Streptococcus pneumoniae,RR197063
Streptococcus suis,RR197063
Streptococcus agalactiae,RR197063
Streptococcus mitis,RR197063
Streptococcus dysgalactiae,RR197063
Streptococcus pyogenes,RR197063
Proteus mirabilis,RR197063
Morganella morganii,RR197063
Citrobacter freundii,RR197063
Haemophilus influenzae,RR197063
Staphylococcus aureus,RR197063
Prevotella melaninogenica,RR197064
Prevotella intermedia,RR197064
Escherichia coli,RR197064
Streptococcus equinus,RR197064
Streptococcus pneumoniae,RR197064
Streptococcus gordonii,RR197064
Streptococcus sanguinis,RR197064
Streptococcus pyogenes,RR197064
Streptococcus agalactiae,RR197064
Streptococcus oralis,RR197064
Streptococcus mitis,RR197064
Streptococcus mutans,RR197064
Streptococcus equi,RR197064
Campylobacter jejuni,RR197064
Haemophilus parainfluenzae,RR197064
Haemophilus influenzae,RR197064
Clostridioides difficile,RR197064
Enterococcus faecium,RR197064
Enterococcus avium,RR197064
Enterococcus faecalis,RR197064
Shigella sonnei,RR197064
Shigella boydii,RR197064
Shigella dysenteriae,RR197064
Shigella flexneri,RR197064
Salmonella enterica,RR197064
Citrobacter freundii,RR197064
Tannerella forsythia,RR197064
Klebsiella pneumoniae,RR197064
Fusobacterium nucleatum,RR197064
Staphylococcus epidermidis,RR197064
